0.028689	-0.0130029	-0.0270158	-0.0155169	-0.0239127	-0.040289	0.0118886	0.0024926	-0.039352	0.0478979	-0.00863077	-0.0310383	-0.0337416	-0.0228542	0.01204	0.047819	-0.00264912	0.0450565	-0.0433193	0.0157655	-0.028275	0.0466382	0.0181595	-0.0318845	-0.0328638	0.00567716	-0.023628	-0.0245235	0.0225901	0.0234449	-0.0418045	0.0409482
0.512039	0.388072	-0.463496	-0.484414	-0.487984	0.45717	0.443429	0.521528	-0.475327	-0.484009	0.512493	-0.370575	-0.525467	-0.518897	-0.503201	0.521632	0.485766	-0.525947	0.445948	0.428352	-0.481989	0.53658	-0.512293	0.495653	0.432615	-0.473322	0.437105	-0.453454	0.397354	0.490776	-0.420802	0.465578
0.519023	0.519824	-0.428381	-0.490294	-0.434942	0.496353	0.403443	0.471987	-0.389558	-0.457948	0.516783	-0.433255	-0.486328	-0.360468	-0.462073	0.429016	0.351613	-0.444183	0.461783	0.4748	-0.502234	0.370875	-0.468902	0.516092	0.46863	-0.512305	0.492756	-0.400573	0.474435	0.509256	-0.543319	0.464347
0.494403	0.524599	-0.486977	-0.433131	-0.469521	0.513711	0.497337	0.425569	-0.41445	-0.490038	0.448654	-0.447285	-0.402917	-0.533973	-0.51484	0.412963	0.540044	-0.45743	0.419206	0.475782	-0.426893	0.452439	-0.475034	0.472349	0.512633	-0.482081	0.505677	-0.508464	0.545907	0.442335	-0.500926	0.522322
0.418676	0.342073	-0.529659	-0.513219	-0.417194	0.452813	0.457998	0.445692	-0.529897	-0.445695	0.482939	-0.476168	-0.532598	-0.424993	-0.394937	0.460671	0.455571	-0.486092	0.452736	0.49769	-0.478555	0.49242	-0.505576	0.49646	0.499213	-0.457976	0.436704	-0.4824	0.397427	0.514423	-0.381619	0.482359
0.421866	0.503946	-0.36743	-0.39605	-0.502433	0.449006	0.383349	0.423883	-0.432095	-0.357952	0.435871	-0.439448	-0.376344	-0.426993	-0.462839	0.387768	0.4248	-0.420618	0.361683	0.415154	-0.478977	0.414205	-0.450819	0.401525	0.501391	-0.474416	0.435605	-0.48087	0.469103	0.355417	-0.419915	0.397148
0.474683	0.350545	-0.48758	-0.388863	-0.51516	0.460798	0.438607	0.4115	-0.447475	-0.516763	0.514614	-0.482933	-0.465247	-0.418831	-0.450686	0.470522	0.431749	-0.471758	0.471997	0.521025	-0.438186	0.412049	-0.517923	0.482084	0.491081	-0.461266	0.45777	-0.457417	0.455169	0.386216	-0.445673	0.401211
0.500785	0.503272	-0.497654	-0.483958	-0.473715	0.457766	0.482702	0.40256	-0.425396	-0.46595	0.505952	-0.461738	-0.435285	-0.441398	-0.475668	0.47884	0.422049	-0.512861	0.463452	0.49045	-0.517987	0.487582	-0.439453	0.450747	0.497748	-0.508603	0.464747	-0.505937	0.469905	0.514403	-0.423839	0.424663
0.459163	0.469929	-0.472495	-0.424164	-0.414952	0.504099	0.482942	0.499612	-0.531414	-0.43827	0.42728	-0.484512	-0.444486	-0.503927	-0.470741	0.458131	0.383888	-0.447064	0.516955	0.439275	-0.524157	0.420375	-0.513336	0.469443	0.43731	-0.407292	0.460655	-0.414075	0.450043	0.545518	-0.522509	0.512904
0.350989	0.570962	-0.247922	-0.431194	-0.432566	0.461751	0.471401	0.277907	-0.583267	-0.43708	0.427399	-0.490259	-0.295678	-0.097257	-0.548814	0.404371	0.515717	-0.426524	0.438623	0.411663	-0.468655	0.480528	-0.49747	0.502732	0.331299	-0.3775	0.468557	-0.44145	0.40121	0.447231	-0.294386	0.526061
0.433554	0.46657	-0.492449	-0.416524	-0.414983	0.36801	0.351972	0.473687	-0.38805	-0.444896	0.412227	-0.377263	-0.479946	-0.18937	-0.393301	0.487676	0.47516	-0.397813	0.441346	0.478104	-0.499975	0.446392	-0.394836	0.419391	0.433922	-0.382424	0.438305	-0.345276	0.390809	0.234089	-0.450837	0.367608
0.352714	0.281611	-0.319208	-0.478119	-0.401299	0.376832	0.389016	0.3191	-0.353882	-0.394197	0.451357	-0.345537	-0.255418	-0.413776	-0.352902	0.276099	0.395972	-0.453311	0.426662	0.378438	-0.465502	0.518823	-0.427628	0.35252	0.289505	-0.401643	0.511288	-0.361298	0.375111	0.312946	-0.374216	0.468548
0.473594	0.36653	-0.403557	-0.443805	-0.460699	0.497289	0.51063	0.445715	-0.553874	-0.472642	0.422307	-0.384508	-0.434978	-0.475674	-0.412225	0.358266	0.442847	-0.505901	0.413759	0.493387	-0.418904	0.438561	-0.481809	0.490345	0.461396	-0.535722	0.495936	-0.5347	0.427321	0.449766	-0.429488	0.414423
0.441497	0.538117	-0.395842	-0.444832	-0.472879	0.48372	0.567712	0.503916	-0.332274	-0.409758	0.434157	-0.437516	-0.480963	-0.549414	-0.423702	0.48988	0.586254	-0.516383	0.420751	0.447901	-0.30854	0.476019	-0.517588	0.404924	0.488298	-0.519358	0.508326	-0.414905	0.477487	0.450494	-0.536381	0.490346
0.45073	0.421126	-0.329386	-0.498434	-0.481764	0.471421	0.546535	0.457902	-0.524608	-0.518341	0.428838	-0.523911	-0.447541	-0.439914	-0.524049	0.426677	0.496075	-0.44554	0.429901	0.540482	-0.404081	0.451018	-0.42587	0.532576	0.491898	-0.508431	0.452875	-0.49183	0.323273	0.433099	-0.352083	0.504608
0.486519	0.423581	-0.409574	-0.464635	-0.448277	0.52506	0.497465	0.50035	-0.536202	-0.451277	0.484446	-0.458391	-0.508239	-0.494497	-0.460942	0.514896	0.461843	-0.454731	0.525119	0.451933	-0.364379	0.404592	-0.475075	0.419295	0.441363	-0.452174	0.376521	-0.441623	0.566579	0.523583	-0.448223	0.459359
0.442078	0.385313	-0.393221	-0.517785	-0.476311	0.481899	0.448591	0.501621	-0.494861	-0.486821	0.507257	-0.48217	-0.510382	-0.489794	-0.4958	0.432834	0.412835	-0.520242	0.514082	0.519232	-0.483799	0.494604	-0.499272	0.487964	0.477493	-0.457036	0.41974	-0.455905	0.51974	0.517812	-0.417411	0.474689
0.478589	0.459251	-0.478862	-0.51686	-0.496888	0.471819	0.472777	0.380853	-0.407695	-0.463849	0.474661	-0.440692	-0.468664	-0.436399	-0.423791	0.527967	0.407679	-0.492935	0.453245	0.435454	-0.360219	0.511181	-0.505205	0.510372	0.413136	-0.465019	0.361073	-0.493159	0.46552	0.408528	-0.440941	0.413894
0.490815	0.452375	-0.445923	-0.485929	-0.402245	0.48532	0.481953	0.458445	-0.54487	-0.50167	0.53598	-0.45043	-0.493244	-0.465792	-0.490797	0.43596	0.390338	-0.445326	0.551326	0.448053	-0.406308	0.387638	-0.446085	0.508707	0.430119	-0.434432	0.509647	-0.437089	0.477165	0.502259	-0.406772	0.428713
0.417042	0.337502	-0.426246	-0.47918	-0.432879	0.510276	0.509261	0.399738	-0.406605	-0.476886	0.464292	-0.520227	-0.448141	-0.48598	-0.439243	0.450992	0.472675	-0.46493	0.480875	0.513242	-0.44268	0.434056	-0.464747	0.446259	0.515824	-0.482938	0.379294	-0.456092	0.538147	0.505379	-0.408753	0.511349
0.418212	0.464357	-0.537224	-0.480082	-0.403008	0.466949	0.480606	0.465251	-0.506611	-0.418942	0.524007	-0.526031	-0.460382	-0.539708	-0.406303	0.430391	0.44486	-0.471282	0.537977	0.48837	-0.536555	0.427724	-0.472868	0.500476	0.426921	-0.477236	0.491732	-0.442975	0.56313	0.47234	-0.475208	0.43053
0.419474	0.459293	-0.393535	-0.51014	-0.478716	0.453351	0.434296	0.483709	-0.451599	-0.390414	0.435648	-0.483314	-0.529133	-0.490764	-0.439286	0.406188	0.443261	-0.41916	0.414451	0.411171	-0.343009	0.418444	-0.510816	0.45076	0.415558	-0.495223	0.406358	-0.457202	0.413014	0.470369	-0.447855	0.440392
0.485422	0.576593	-0.430595	-0.38648	-0.461575	0.41506	0.519823	0.533372	-0.431757	-0.420067	0.442442	-0.472442	-0.405667	-0.457988	-0.506992	0.479544	0.551851	-0.499788	0.504215	0.498026	-0.471726	0.45656	-0.522613	0.365802	0.474301	-0.422836	0.455657	-0.492425	0.512529	0.484278	-0.560341	0.453089
0.49612	0.381841	-0.447521	-0.524858	-0.517949	0.532231	0.464438	0.512612	-0.463319	-0.448371	0.506195	-0.472276	-0.477884	-0.493997	-0.420791	0.52556	0.451623	-0.475732	0.500771	0.468529	-0.493382	0.525353	-0.511919	0.472629	0.454578	-0.522699	0.489275	-0.542382	0.465461	0.49114	-0.506784	0.458121
0.39967	0.344157	-0.406717	-0.492017	-0.504984	0.524631	0.416046	0.513338	-0.436915	-0.45016	0.477788	-0.41484	-0.51123	-0.527859	-0.526084	0.539381	0.514355	-0.476094	0.435333	0.456391	-0.494445	0.508406	-0.501408	0.481681	0.520374	-0.528384	0.417152	-0.446172	0.44413	0.476696	-0.386817	0.490644
